id,construct,dimension,dimension_description,indicator,text
syn_0233,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,The career presentations felt like a joke. Everyone smiling about their 'dream jobs.' I have no dream. I just want a job that doesn't make me feel like this. School hasn't shown me that path.
syn_0234,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,I used to stay after school for help. Now I walk straight to my car. The building feels like a cage. The idea of spending more time here is unbearable. I'd rather be ignorant than forced.
syn_0235,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,"My essays are becoming shorter. I don't have the stamina to pad them with fluff. My teacher will mark me down for lack of detail, but I can't manufacture interest I don't feel. It feels dishonest."
syn_0236,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,I don't look at the syllabus. I show up and try to guess what's important. It's like I'm a passive observer in my own education. The agency is gone. I don't own this experience anymore.
syn_0237,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,The word 'passion' on college apps makes me sick. I don't feel passionate about anything academic. I go through the motions because it's expected. Where did my curiosity go? Did school kill it?
syn_0238,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,I used to get excited about new topics. Now I see a new unit and just sigh. More things to memorize and forget. The cycle is endless and meaningless. I'm just a vessel for information.
syn_0239,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,"My teacher praised my potential once. I wanted to tell them it's wasted. I have no potential here. I have survival skills. There's a difference. I'm learning to endure, not to excel."
syn_0240,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,"I don't correct my mistakes on homework. Why bother? It's just a number in a gradebook. The process doesn't matter, only the outcome. So I gamble on doing enough to pass. It's a sad strategy."
syn_0241,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,The idea of a 'growth mindset' makes me roll my eyes. I'm not growing here. I'm eroding. Every day I care a little less. Is this what school is supposed to do? Make you apathetic?
syn_0242,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,I used to read ahead. Now I'm behind on everything and I don't care enough to catch up. The weight of it all doesn't scare me anymore. It's just background noise. I've become numb to the pressure.
syn_0243,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,"My parents' generation says 'school is a privilege.' It feels like a prison. A gilded cage, maybe, but a cage nonetheless. The privilege doesn't make the meaninglessness go away."
syn_0244,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,I look at my future and see a blur. All the planning feels pointless. Why set goals for a system I don't believe in? Sometimes I think it's braver to just stop and find a different way.
syn_0245,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,"I used to have subjects I loved. Now they all feel the same: chores. The joy has been leached out by deadlines and expectations. I don't know what I love anymore, if I ever did."
syn_0246,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,"My counselor's office is a place I dread. They talk about 'unlocking potential.' I think my potential is locked away somewhere safe, away from this place. I'm not sure I want to find it here."
syn_0247,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,I watch the underclassmen with their bright eyes and feel sorry for them. They'll learn. They'll become like me. The fire goes out. It's not worth the fight. That's the lesson school teaches.
syn_0248,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,"My laptop wallpaper is a countdown to graduation. Not because I'm excited, but because it's the nearest finish line. I'm not running toward something; I'm running away from this. That's my motivation."
syn_0249,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",low motivation / thoughts of giving up,"Sometimes I fantasize about telling the principal everything I think is wrong with this place. But what's the point? They wouldn't listen. And honestly, I don't have the energy to fight anymore. I've given up on changing it."
syn_0250,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"I used to get excited about history class, but now I just stare at the clock. The lectures feel like noise, and even the cool stories don't grab me anymore. I do the work because I have to, not because I want to. It's like the curiosity just drained out of me."
syn_0251,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,My friend asked why I didn't sign up for the science fair club. I just shrugged. The stuff we learn feels so disconnected from anything real. Why would I spend my free time on more of the same? Nothing feels worth the effort anymore.
syn_0252,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"I open my textbook and my brain just checks out. I used to highlight pages and take notes, but now I just flip through it. Even subjects I loved last year feel like a chore. I'm just waiting for the bell to ring."
syn_0253,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"It's weird. I used to read ahead in literature just for fun. Now, even the assigned books feel like a burden. I don't care about the characters or the themes anymore. I just want to get the reading done so I can forget about it."
syn_0254,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"When the teacher said we'd do a fun project, I didn't feel anything. No excitement, no anticipation. Just a sigh. It's like my passion for learning has a flatline. I'm physically here, but my mind is completely checked out of it all."
syn_0255,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,My mom suggested I join the debate team to boost my resume. I said no thanks. The idea of arguing about topics I don't really care about sounds exhausting. None of this 'extracurricular' stuff sparks joy for me. It all feels pointless.
syn_0256,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"I look at my calculus homework and feel nothing. Not frustration, not curiosity, just... empty. I copy examples without understanding because I don't see why I should understand. What difference does it make in the grand scheme of things?"
syn_0257,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"Last semester, I'd stay after class to ask the bio teacher questions. Now, I pack my bag the second the bell rings. The subject just doesn't hook me anymore. It's information to memorize and then dump from my brain after the test."
syn_0258,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"My teacher tried to make a lesson engaging with videos and group work. I participated, but inside I was bored out of my mind. I faked the enthusiasm. It's like I've lost the ability to be genuinely interested in anything school-related."
syn_0259,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"I used to love writing essays. Now, the prompt just looks like a wall. I don't want to think, I don't want to analyze. I write the minimum required words and stop. The process used to feel creative; now it's just a transaction."
syn_0260,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"We have a new unit on poetry. In another life, I would have been thrilled. Now, I can't even feign delight. I read the poems and feel... nothing. It's like my emotional connection to learning has been surgically removed."
syn_0261,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,I don't even look at the 'optional' challenge questions at the end of the chapter. What's the point? It's not like getting the right answer gives me a thrill anymore. I'm just collecting credits toward a diploma that feels meaningless.
syn_0262,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,My classmate was gushing about the documentary we watched in social studies. I just nodded. I didn't find it moving or eye-opening. It was just two periods of my day I can't get back. My sense of wonder has completely vanished.
syn_0263,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"I used to have a favorite subject. Now, they all blend together into a grey blur of lectures and assignments. There's no spark, no 'aha' moment, no genuine curiosity. I'm just moving through the motions to get to the other side."
syn_0264,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"The school announced a special webinar with a Nobel laureate. My old self would have been on that call in a heartbeat. My current self thought, 'Another thing to add to my to-do list.' I have zero desire to learn for learning's sake anymore."
syn_0265,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,I'm in the library 'studying' but I haven't turned a page in an hour. I'm not even scrolling on my phone; I'm just staring. I have zero interest in absorbing this material. My brain has hit a wall of pure apathy.
syn_0266,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"My little sister asked me to help her with her science project. I said I was busy. The truth is, the thought of revisiting basic science concepts felt overwhelmingly dull. I used to love explaining things. Now I can't muster the energy."
syn_0267,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"We had a class debate on a current issue. Everyone else was passionate, raising their hands, getting heated. I sat there silent. Honestly, I didn't care enough about the topic to form a strong opinion. It all feels so irrelevant."
syn_0268,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"I look at my art supplies gathering dust and feel a pang for who I used to be. The girl who would sketch for hours is gone. Now, my creative energy is zilch. Even electives feel like a drag. Nothing captures my attention like it used to."
syn_0269,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,The syllabus says ' explorations in philosophy.' That phrase would have excited me once. Now it just sounds like a lot of reading I don't want to do. I've lost the taste for big questions. They just seem like pointless distractions.
syn_0270,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"My history teacher is telling a great story about a battle, and I'm watching the clock. I can't get into it. The narratives that once fascinated me now feel like empty tales. It's a weird, hollow feeling, like my inner world has gone silent."
syn_0271,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"I got a B+ on a paper I put zero effort into. My old self would have been furious. Now, I just shrug. It doesn't matter. The grade is just a number. The subject doesn't matter. Nothing about this place seems to matter to me anymore."
syn_0272,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"There's a 'book club' meeting after school. I used to be the first to sign up. Now, the idea of discussing literature in my free time is laughable. My free time is for *not* thinking about school. I've become allergic to voluntary academic engagement."
syn_0273,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"I used to love the first day of school—new notebooks, new subjects. This year, I felt dread. Plain and simple. The shine is completely gone. I don't look forward to learning anything. It's all just a long, repetitive wait for summer."
syn_0274,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"The lab experiment was actually kind of cool. I watched the reaction happen, and instead of feeling wonder, I thought, 'Okay, that's neat. When can I leave?' My ability to be delighted by discovery feels broken. It's all just procedure now."
syn_0275,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,My teacher said this math concept is 'beautiful.' I almost laughed. There's nothing beautiful about it to me. It's just a set of rules to follow to get the right answer. I've lost the plot. I don't see the artistry in anything academic.
syn_0276,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"I saw a poster for a coding competition. Two years ago, I would have been practicing immediately. Today, I walked right past it. The competitive edge is gone. The desire to build or create something through code? Gone. It's all just more work."
syn_0277,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"We're reading a novel that's supposed to be a 'classic.' Everyone is making deep analyses. I'm skimming for plot points. I don't want to dig into themes or symbols. I just want the story. Even that feels like a chore, though."
syn_0278,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"The guidance counselor asked about my passions. I had nothing to say. I used to have a list. Now, when I try to think of something I'm genuinely interested in that's related to school, my mind is a blank. It's eerie."
syn_0279,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"I used to stay up late researching obscure topics for fun. Now, I can't even be bothered to read the article my teacher posted as 'recommended.' My intellectual curiosity has packed its bags and left. I'm just going through the required motions."
syn_0280,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"The class discussion was lively, and I participated, but it felt like acting. I don't actually care about the political theory we're studying. I'm just good at pretending to engage. The real me is bored stiff and counting the minutes."
syn_0281,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,I got my hands on a documentary related to our ecology unit. My old self would have watched it twice and taken notes. New me put it on and was on my phone after five minutes. The subject matter doesn't move me. It's just data.
syn_0282,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,My parents are proud I'm taking AP classes. I feel nothing. It's not an achievement I feel proud of; it's just a box I'm checking. I have no intrinsic desire to master this advanced material. It's all externally driven now.
syn_0283,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,The teacher played a song from the era we're studying in history to set the mood. I didn't feel the mood. I felt the urge to check my watch. The connection between art and history that used to thrill me is completely severed.
syn_0284,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"I used to argue semantics with my philosophy teacher. Now, I just want the class to be over. The big questions about life and meaning that once energized me now seem like a waste of time. How did I become so... flat?"
syn_0285,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,We had a 'free write' in English. I wrote two sentences and stopped. There's no fire in my belly to express ideas. There's just a vague emptiness. I don't have thoughts that need writing down. My mind feels like an abandoned library.
syn_0286,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"I passed the notice for the school literary magazine. I used to submit poems every quarter. Now, I don't even read it. My own creativity has gone dormant. The idea of crafting something beautiful for an audience feels alien and unappealing."
syn_0287,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"The chemistry demonstration was spectacular—colors changing, flames bursting. And I was... underwhelmed. I didn't feel the awe. It was just a performance. My sense of wonder in a classroom setting has been permanently dulled."
syn_0288,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,My classmate is obsessed with the constitutional law case we're studying. He goes on and on. I can't relate. I don't see the intrigue. It's just words on a page to me now. The analytical fire that used to drive me has gone out completely.
syn_0289,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"I used to get a buzz from solving a tough math problem. Now, even when I get it right, there's no hit of dopamine. It's just, 'Okay, done.' The intrinsic reward is gone. Learning has been reduced to a series of tedious tasks."
syn_0290,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"The school trip to the museum was optional. I chose not to go. Why would I? I'd just be looking at artifacts I don't care about, listening to a guide I can't focus on. My interest in the past, in artifacts, in stories—it's all evaporated."
syn_0291,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"My teacher said we could choose our own topic for the final project. Great freedom! My first thought was, 'Ugh, another thing to decide on.' The opportunity to explore something I might care about fills me with apathy, not excitement."
syn_0292,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"I used to love diagramming sentences. Now, grammar feels like a prison. There's no joy in the structure, no appreciation for the craft. It's just rules to apply blindly. My love for the intricacies of language has died a quiet death."
syn_0293,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"We learned about a groundbreaking scientific theory today. In the past, I would have read three more articles about it. Today, I closed my notebook. The 'cool factor' is gone. It's just another piece of information to be stored and forgotten."
syn_0294,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"My friend is stressed about getting into a good college. I'm not. Not because I don't care about my future, but because I can't muster any enthusiasm for the steps required to get there. The whole process feels meaningless from the inside."
syn_0295,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"The professor gave an inspiring talk about the power of ideas. I clapped with everyone else. Inside, I felt nothing. No goosebumps, no inspiration, no sudden desire to change the world. The flame of idealism that once burned has been extinguished."
syn_0296,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"I have a free period. In the past, I'd use it to read or draw or think. Now, I just sit and zone out. I don't have the desire to fill that time with anything productive or enriching. My own intellectual needs feel like a burden."
syn_0297,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"We're covering a topic in physics that's supposed to be mind-bending. I found it confusing, but I didn't feel the usual frustration that comes with confusion. I just felt... indifferent. I don't care if I understand it or not. That's new for me."
syn_0298,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"My older sibling is coming back from college to talk about their experience. I should be curious, but I'm not. The idea of more school, even at a 'higher level,' sounds utterly unappealing. My academic journey feels like a long, dull road."
syn_0299,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",loss of interest,"The school announced a new, fancy STEM lab. People are excited. I just thought, 'More equipment to ignore.' The tools and the opportunities don't spark anything in me. The machinery of education has lost its magic. I'm just a cog."
syn_0300,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"I just finished another worksheet. Same format, different chapter. I look at the problems and my brain just shuts off. Why am I spending hours on this? What is the actual point? It feels like we're just jumping through hoops for the sake of jumping."
syn_0301,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,My teacher said this essay will help us 'think critically.' But I'm just regurgitating quotes from a book I don't care about to meet a rubric. When will I ever need to analyze this specific symbol again? It all feels so performative.
syn_0302,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"Sometimes I stare at my textbook and think, 'Who decided this was important?' Learning about chemical bonds seems completely irrelevant to my life. I'm just doing it to get a grade to get into a program I'm not even sure I want."
syn_0303,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"We spent three weeks on a project that no one will ever see again. The whole thing was just for a checkmark in the gradebook. I don't understand why we can't learn things that actually stick with you, you know?"
syn_0304,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"I'm taking AP Calculus and I love math, but this is just busywork. We're solving problems with no context. It's like we're training for a competition no one cares about. What's the real-world application here?"
syn_0305,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,My history class is a list of dates and events to memorize. I can't remember them a week after the test. It makes me wonder what the goal is. Is it to create fact-vacuums or to understand anything?
syn_0306,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,Writing this lab report feels so pointless. We followed a script to get a predetermined result. The 'scientific method' is just a game we play. I'm not learning anything about actual inquiry.
syn_0307,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,I had to read 100 pages of dense theory for one seminar. The discussion was superficial. I left feeling like I wasted my time. Why assign something that can't be properly engaged with?
syn_0308,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,My art teacher wants us to replicate famous paintings to learn technique. But isn't art about personal expression? This feels like a copy-paste exercise. Where's the meaning in that?
syn_0309,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,I'm learning a foreign language but we only practice for exams. I can't actually hold a conversation. So what's the end goal? A high score on a test that proves nothing about real ability?
syn_0310,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"The physics problems have weird numbers that make the math neat. Real life isn't like that. It feels like we're solving puzzles, not learning laws of the universe. What's the disconnect?"
syn_0311,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"Group project again. We just divide the slides and paste websites. There's no synthesis, no real collaboration. I question why this is considered valuable work. It's just portfoliobuilding."
syn_0312,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,My economics class uses models that assume perfect rationality. That's not the real world. I'm starting to think the whole subject is built on sand. Why are we taught these simplified fairy tales?
syn_0313,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,I spent all weekend on a presentation I'll forget by next month. The audience (my teacher) will skim it and assign a number. Where is the meaning in that cycle? It's just output for input.
syn_0314,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,We analyze poems for hidden meanings the poet probably never intended. It feels like a parlor game. I wonder if anyone else feels like we're just making things up to feel smart.
syn_0315,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"My typing class is just speed drills. In 2024. I can already type. Why is this a requirement? It feels like a relic, a box we check without any thought to its purpose now."
syn_0316,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,The 'real-world application' my teacher promised is just a hypothetical problem from a 1990s textbook. It's not real. I'm tired of the disconnect. What are we actually preparing for?
syn_0317,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"I have to build a model of a cell. With pipe cleaners and Styrofoam. In college. I laugh, but it's also deeply sad. Is this what education has become? Craft projects for a grade?"
syn_0318,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,We're learning grammar rules that even my teacher says are archaic and constantly changing. Why are we Memorizing rules that are already outdated? The meaning seems lost in dogma.
syn_0319,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"My philosophy class is just summarizing dead guys. No debate, no application to now. I leave feeling like I've attended a museum, not a class. Where's the living philosophy?"
syn_0320,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,I'm writing a research paper on a topic I have zero interest in because it's the professor's specialty. The whole process feels like a transaction. I question the value of forcing us into these narrow boxes.
syn_0321,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,We had a 'discussion' where we just shared pre-written talking points. It was theater. I wonder when schoolwork stopped being about thinking and started being about performance.
syn_0322,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"The math theorem proof is beautiful, I get it, but when will I use this? The abstraction feels disconnected from any tangible problem. I'm learning to admire puzzles, not solve real ones."
syn_0323,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"My environmental science class uses case studies from 20 years ago. The world has changed. The homework feels like we're studying history, not a current crisis. What's the point of outdated knowledge?"
syn_0324,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"I have to create a timeline of events. For the tenth time. It's just a format. I'm not making connections, just moving boxes. I question if this is how learning is supposed to feel."
syn_0325,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,The assignment asked for 'original thought.' But the rubric rewards specific keywords and citations. It's a contradiction. I'm cynical about any claim of fostering real creativity.
syn_0326,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,I'm learning software that's two versions behind industry standard. Why? Because the school hasn't updated the lab. The work feels doubly meaningless—irrelevant and obsolete.
syn_0327,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"We read an article that was clearly written to be 'teachable'—simplified, lacking depth. It's a processed version of knowledge. I question why we aren't given the real, messy thing."
syn_0328,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,The whole semester is prepping for one final exam. That's the stated goal. Everything else is just filler. I question an education system whose sole purpose seems to be a single test.
syn_0329,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"I have to annotate this novel to death. Underline, circle, question. But the questions are from a handout. There's no personal engagement. It's a ritual without meaning."
syn_0330,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"In business class, we build a 'company' for a simulation. It's all fake money and fake decisions. How is this different from playing a board game? I question its educational value."
syn_0331,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,We're studying rhetoric by identifying techniques in political speeches we all know are full of it. The disconnect is glaring. Are we learning to analyze or just to label?
syn_0332,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"My chemistry lab has 'cookbook' instructions. Step 1, step 2. No mystery, no experimentation. We're just following directions. Where is the science? The meaning is in the process, not the product."
syn_0333,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,I wrote a reflection on what I 'learned.' But I learned nothing new. I just phrased the learning objective in my own words. It's a circular exercise that makes me question everything.
syn_0334,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"The sociology textbook presents theories as settled facts. There's no debate, no current research. It's like we're studying a museum piece. Is this still a living discipline?"
syn_0335,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"I'm creating a portfolio of 'best work.' But who is it for? Not me, it's for someone else to judge. The whole assignment feels like a performance for an audience of one."
syn_0336,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,We watched a documentary and answered comprehension questions. It was reduced to a quiz. The film's powerful message was lost. I question why we can't just watch and think.
syn_0337,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"My engineering project uses idealized conditions. In reality, nothing works this perfectly. We're solving problems that don't exist. The gap between our work and reality is a chasm."
syn_0338,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,The 'creative writing' assignment has a five-paragraph structure and a required theme. How is that creative? It's constrained writing. I question the label. It feels like a lie.
syn_0339,School burnout,Cynicism toward the meaning of school,"Loss of meaning, interest, and motivation regarding school and schoolwork",questioning the meaning of schoolwork,"I'm learning about medieval plagues for a standardized test. The connections to modern pandemics are obvious but ignored by the curriculum. The meaning is there, but we're not allowed to see it."
